"pad_id","source","ghgrp","total_gas_prod_mcf_vol_Jan","total_gas_prod_mcf_vol_Feb","total_gas_prod_mcf_vol_Mar","total_gas_prod_mcf_vol_Apr","total_gas_prod_mcf_vol_May","total_gas_prod_mcf_vol_Jun","total_gas_prod_mcf_vol_Jul","total_gas_prod_mcf_vol_Aug","total_gas_prod_mcf_vol_Sep","total_gas_prod_mcf_vol_Oct","total_gas_prod_mcf_vol_Nov","total_gas_prod_mcf_vol_Dec","age","total_prod","prod_strata"
17,"aerial",0,50374.1458197743,29855.454747373,24129.62177261,20697.8684497165,18638.2673114999,15714.3723788881,14515.8700103966,11909.8872280664,11012.2464655578,11202.9956976973,10267.7132430143,9307.08045183868,13,227625.523576433,"Standard"
14,"aerial",1.23777184828793,663.056569511948,77.5508952125134,507.841622473341,15151.6652066184,14596.3119872356,6216.2778020228,3276.52984161197,2366.89848299539,824.154432374456,9031.64832589521,7674.80792646147,5821.61519838166,13,66208.3582907948,"Standard"
24,"aerial",1.65794565906966,1673.81561436846,1424.88838425125,623.443796777875,436.259151985928,218.296042206131,71.2591542457564,318.109076782491,364.23577565412,248.677146919887,89.9167515859665,0,351.096647779587,13,5819.99754255745,"Marginal"
77,"aerial",2.01817637075203,2909.01587164498,1981.77985677509,4353.17618357404,6519.5400695351,4236.55731943701,3640.11569427936,1357.78067052963,390.394759090298,1619.52869798599,6578.35833082449,5604.57322927876,5921.24252808419,12,45112.0632110389,"Standard"
63,"aerial",0.452791783337403,178.270321220187,0,613.472602328551,40.817662253903,63.9256773165779,451.33439946154,199.239001024381,382.993921285138,385.333350604397,81.4763483162044,14.7970194053486,38.5648114369265,13,2450.22511465315,"Marginal"
145,"psna",0.671645311310342,126.343275441318,92.573168042227,234.688741869821,12.8943391013987,68.8506284472641,11.1554564403344,87.6178627119183,103.282685265051,69.4304455741067,68.2532079064135,297.066641335283,236.737901842143,13,1408.89435397728,"Marginal"
147,"psna",2.95381420921415,1681.03727235762,1628.89900871407,1827.15167644725,1369.32403190701,1651.95865640337,1820.95551422709,1604.19732807054,1767.88653778375,1152.9693635803,1244.22965459871,1286.71533369799,1725.88101956378,12,18761.2053973515,"Marginal"
55,"aerial",0,3421.3907604464,3371.4684120944,854.501695449291,8490.30539649191,17744.3227295228,11756.0884381814,12856.7400448824,10319.3780365913,9843.18090229839,9335.00746229273,7108.04633933631,7557.11647929286,13,102657.54669688,"Standard"
127,"psna",0,72804.7059962292,61206.5089357594,43934.0425443632,38566.3752350824,32417.5785081167,25909.0600938914,23295.6878802377,21246.7712098092,17480.3174389262,16698.4836505466,16828.8465369729,14871.8862214555,13,385260.26425139,"Standard"
128,"psna",0.0628210353439103,13704.0304767895,14333.8045649919,6945.10146658248,12716.5488999736,12392.89443475,9227.28191776416,13260.5789492114,12536.4168993681,12424.6093096379,12083.7406357285,10936.386446792,11994.7158962236,10,142556.109897813,"Standard"
131,"psna",0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,"Inactive"
121,"psna",3.36003391451734,112602.781381193,84679.6980627145,74131.974266854,67783.3135592188,69135.7381262643,68748.8950834403,67021.5289365647,70466.8024536882,57755.1188252455,74354.8299598372,64865.6816364497,62439.3279090401,9,873985.690200511,"High"
100,"aerial",1.3576809228717,5021.4469436993,3976.93943973421,1140.87148453767,16010.0997712968,60756.8863742406,31705.3199834015,36462.7734805612,27981.7516415756,22938.9182009964,21035.7001259119,18114.7545541793,17023.4572459704,11,262168.919246105,"Standard"
60,"aerial",0.808377396053815,4714.74101370581,4133.31646153281,1057.25747218513,85.3097060402447,89002.5764303205,62130.2589513117,96209.6057727723,70694.5778327994,60887.647023457,56121.9395635281,41074.5264140515,37656.1593535595,14,523767.915995264,"Standard"
111,"psna",0,7148.63133879822,6919.64283191206,1186.41632492835,13117.2745148006,106723.073389485,47227.6955776567,64569.2044962144,62784.1073237179,53521.9329153029,45811.6332622339,40315.1178312775,36774.2058915194,13,486098.935697846,"Standard"
89,"aerial",0.559494640471047,5177.99884076737,4359.52414739579,4863.38929261808,4973.2590835731,5688.39080437298,4829.49897175174,2306.58448969052,2323.87228173318,1852.73921600948,2996.1295158929,1880.58660136442,2010.34558151049,12,43262.31882668,"Standard"
46,"aerial",1.13217667199083,14531.1940214975,11575.3245233091,13442.2484998597,8840.80898226417,0,1378.99834907488,12347.9364800734,37184.2568933159,21463.7291251902,16258.6939218408,10376.5697916122,3079.15362540088,12,150478.914213439,"Standard"
104,"psna",1.09347912524888,42568.7210915157,24486.7953700869,32344.0221590974,47747.3867964954,47047.693373489,32201.563968701,28096.419780012,21730.4889346082,21470.5556791466,32205.644492153,16422.612935529,25274.160661864,10,371596.065242698,"Standard"
103,"psna",0.552082884193268,115064.970802793,96182.2135172046,95685.3236739611,75723.4537836239,80538.6917690508,71160.6836497829,66763.1007029719,56151.2576792499,63079.2323442241,64756.1448009256,56919.3805565262,54187.7230109952,7,896212.176291309,"High"
116,"psna",0,9302.49731385282,6689.02080619867,7812.72001184432,6566.96881647343,6075.13291122374,6731.62501538675,5923.29147833705,5616.8278376626,4776.96545802261,4805.01571050595,3301.41919730837,8016.99091579256,12,75618.4754726089,"Standard"
160,"psnb",3.02730934860382,223256.466150275,182388.089147015,176598.535879217,167126.721565455,103531.019374292,184788.972365623,177748.872836854,151220.317036097,121536.000468944,115877.964137389,103967.807035876,106495.480224012,6,1814536.24622105,"High"
150,"psna",0.823303228693858,154799.229156516,126141.665261771,134943.404017531,104005.26535147,94954.9935923312,29698.9694520374,59354.4764623328,48689.0252994641,44831.344889021,45917.1339656541,39766.8612865218,27126.5503764377,9,910228.919111088,"High"
123,"psna",0,8017.21929982074,6595.74819386586,6426.61113195871,6418.98035506277,6348.84361788103,5862.16797042191,5929.1013531014,6075.14308598312,5668.22946854518,4769.79388925924,5389.56274121436,5381.61189565645,12,72883.0130027708,"Standard"
69,"aerial",2.12903479300642,2591.14510903928,2095.60592024128,2147.25658231211,1748.67402801167,3346.9942489959,2080.92520567697,2591.7475904841,2568.0883092551,1942.13917450221,3027.29758665485,1978.23229925095,1755.7364967445,12,27873.8425511689,"Marginal"
64,"aerial",2.19012808995382,9469.03799872132,8188.41805752541,9623.79392452686,10091.8725046021,8769.63211574807,8694.0435753824,8857.59949901264,8445.96588281497,8554.06422373907,8815.24674394209,7511.55449384427,9256.38151786798,11,106277.610537727,"Standard"
48,"aerial",0.379500807411265,11166.8203690034,2491.73633527348,10635.2639707232,7794.10481160908,7789.00738692799,7523.36501660843,7260.64953767895,7020.9691511618,6359.09715279858,6743.1782486133,5846.68759863777,6098.05668739416,10,86728.9362664301,"Standard"
50,"aerial",0,10043.6788530697,8182.78543894783,9789.06976293804,7868.90466228255,9194.94427515505,8103.00268349056,8048.46668920425,7336.63329115333,7836.73120881784,8120.89426158743,8210.42495466071,8384.35069791016,10,101119.886779217,"Standard"
57,"aerial",2.68816991279365,1671.98947056108,0,0,0,786.82546440807,11789.4416434853,5113.62126555641,7258.0101519141,6371.04310458662,4820.23574919459,4341.66703815431,0,11,42152.8338878604,"Standard"
28,"aerial",1.25187268830073,3012.93174763346,2869.88323599093,2861.23134305736,2352.02242643859,2308.9270975445,1744.00201492051,1004.15011659747,1993.76890607336,3689.51262399924,2445.7519302489,1718.54817060003,3104.28553215133,11,29105.0151452557,"Marginal"
110,"psna",4.08389566995174,24303.6088821828,19802.704237215,20433.312848204,16092.2952018993,21945.6450038595,19394.5155777386,20555.1774700497,20152.2194852461,17766.1548943359,21071.4796915906,13267.1238470732,22886.7651629376,10,237671.002302332,"Standard"
101,"psna",0.0645189169526878,39449.3771499,39196.9503392067,40629.5489544111,37107.4514932733,34708.3194220818,31500.3338922178,32952.0374690847,31198.2662527482,32266.0432788102,31476.100864875,31418.6872691862,33192.8149538528,5,415095.931339648,"Standard"
135,"psna",4.87990824678338,79335.798708204,59335.2795868581,57796.0505816914,68313.8037609061,65303.8883997477,38916.1404744416,40731.9938643979,35227.9952777105,30311.2503360252,40899.4813752752,57846.8406151336,11671.5652814403,7,585690.088261832,"Standard"
30,"aerial",1.29571715847,3658.85117779808,3295.78699670863,3834.85572469434,3267.4386689238,3389.44840761931,3510.61189266903,3685.90921126008,3345.56083378646,3302.38555583887,3535.42627109194,3174.9371421266,3170.39193057628,11,41171.6038130934,"Standard"
58,"aerial",0,4295.61870658317,4244.36741138779,5261.55362752496,4888.41318985775,5195.34677392061,4974.82442396602,4584.43274910739,4962.77760817448,4644.43916228493,4480.61669666687,4405.83415887185,4418.66803232374,11,56356.8925406696,"Standard"
124,"psna",0.216522673604525,97049.7912851685,84154.5954279662,87534.5561981879,87268.2883661201,83841.3685533146,78404.7072708288,68106.4442248498,74716.1710485617,65673.7558696662,74894.5234366633,72132.3639051408,72394.4964654938,6,946171.062051962,"High"
138,"psna",2.4078534719533,33957.3848529822,56443.0444053996,53924.6065782192,55327.6083535877,46454.3921123732,45060.7295190349,39727.4757783493,29906.2020788566,52135.8183757552,49066.549639763,37198.6546676843,54010.638551363,6,553213.104913368,"Standard"
122,"psna",0,212199.809716485,167914.018736312,194721.948632836,173173.09797374,173794.98189628,148984.469619094,178082.164182467,185266.225698859,180151.09829116,179276.640293344,152411.031687725,154992.893517171,5,2100968.38024547,"High"
108,"psna",0.097035024120941,729355.773518172,671986.317286398,626000.260812513,581517.699604625,588192.084047598,565369.330639213,464510.437605877,532147.643531866,450814.578731354,420236.186508409,386627.93657791,209295.642423716,2,6226053.89128765,"High"
149,"psna",0,631636.366338114,522649.383183464,497433.40705555,443780.355360061,501191.742619526,392295.726433496,389806.885116824,343071.737040512,324615.67551695,303999.943704213,279755.725914363,283734.57157245,2,4913971.51985552,"High"
129,"psna",0.104841612143868,0,611831.605832594,1312703.67292248,1329997.60032026,1300853.73554264,1039895.80247125,1184833.84944056,999605.135675567,955996.434141075,829853.894189785,732648.074252222,705579.447699393,1,11003799.2524878,"High"
54,"aerial",0.542978636855226,1126.79117861907,1562.89136786877,1855.63399706369,2755.75860981759,2039.6653737207,2843.61014672131,1737.55169319022,1383.15820590866,1131.71765993008,1804.30488690533,1900.31681443878,2036.85214320235,15,22178.2520773865,"Marginal"
81,"aerial",0.588847670934699,0,88.4484608131321,40.143880375411,58.5152430080921,41.8168085024183,59.4617063065357,40.3162940611074,47.5372832234045,0,62.2536285199258,0,115.529678527048,14,554.022983337075,"Marginal"
119,"psna",1.65187747649496,404040.193674956,344273.331784214,329673.387171343,332356.183409658,315636.403114983,245192.347245095,259813.933371283,241403.525920121,198489.062410148,211307.313343682,192680.702448438,173020.377839752,8,3247886.76173367,"High"
165,"psnb",0,42943.0568339471,31261.8544500901,34708.5834303086,31626.7226876114,33852.4883077783,31476.445377672,33182.9389757086,33411.9128290411,32938.534479522,30782.0936165006,28648.8058496615,30732.3370443537,10,395565.773882195,"Standard"
3,"aerial",1.70465613073295,0,4718.73591696605,19423.6661510253,8899.30604703658,7082.61630642824,5385.85063389109,6073.3245548849,4777.70404921142,4106.21731903381,4234.31023982637,4358.88488733817,4985.78767298808,14,74046.40377863,"Standard"
38,"aerial",1.02165520918007,0,0,0,0,0,21.6509571854433,75.1585152519957,85.0050576982079,143.391764337017,92.2355194889894,0,0,15,417.441813961653,"Marginal"
133,"psna",3.90810515946562,9647.18437749091,12883.5095568837,4991.69150559614,10901.8472181626,5485.31546115356,9674.14411044895,3973.07746560199,10433.6538413433,3310.7462836678,6389.09127943125,13237.7344255755,11280.6923952576,10,102208.687920613,"Standard"
141,"psna",0,3062.79696012958,2575.11233958113,3009.73208721745,2464.3501443932,2311.76934859221,1601.37382254199,2344.70111181962,2224.13009533698,2547.04194511388,2550.08348911541,2090.06780710747,2858.16791881274,14,29639.3270697616,"Marginal"
112,"psna",0.531363387269178,104795.801851866,74648.8767366721,97404.9175212673,82902.9317692713,95072.9402654404,91505.269585499,95005.5459144953,82372.5115556108,74205.30025919,91970.1891924577,79300.4498832576,74693.1815223375,10,1043877.91605736,"High"
106,"psna",1.08577643312348,71391.8168329099,55153.2750790256,57918.5569573572,46340.0675316782,42981.1082018138,38396.3726286335,36115.610857649,33227.0674964484,28664.1754234054,31102.2920657324,30108.046031657,27240.4327197339,15,498638.821826044,"Standard"
132,"psna",1.03410446663873,31374.6750084813,19726.7515708286,22716.5097539547,19992.046327556,19800.6262418631,15509.0436492837,15527.4605618632,14751.5997791104,13528.8905016926,12754.4146841865,9848.30540968535,11413.2317805629,14,206943.555269068,"Standard"
56,"aerial",0,5048.02235984434,4770.58764997492,4536.77926684167,4422.19509523594,4947.37614880781,4522.32703370504,4732.92987784667,5151.42382056881,4638.13430973525,4815.10152616333,4573.89256882674,4660.83949504904,14,56819.6091525995,"Standard"
91,"aerial",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,"Inactive"
82,"aerial",3.08799317381432,5249.42397160178,5035.52226865913,5051.71390085493,4291.28178871141,4663.09570363783,4082.28988905665,4453.41648853721,4187.80896082228,4132.79374835281,5750.61711756965,4259.12821695424,4339.68433668867,13,55496.7763914466,"Standard"
16,"aerial",3.10626308917961,2366.45690607007,1953.25198670622,2046.17211729423,2016.29713204425,1917.99278586828,2098.54769944323,2013.08559862365,1847.94431902169,1505.93069087616,1764.30748183913,738.336008043879,2353.51655063238,14,22621.8392764632,"Marginal"
9,"aerial",0.04227477506529,3791.23690147946,2804.27566111103,3230.37906893343,2069.33061275445,2013.17961169243,2022.78512005245,1714.87713460947,1742.58471053466,1524.44708253258,1534.05704650689,1590.77692763453,1596.44238813711,14,25634.3722659785,"Marginal"
134,"psna",3.55004895825892,122948.278791091,93682.45441413,81580.9734948992,88664.0255684631,85248.6612012212,79481.0986587498,78980.7689472248,78012.7482857666,82729.8650010505,79383.4892150732,77493.4024729284,73748.28386446,10,1021954.04991506,"High"
74,"aerial",0,1393.29925990909,1154.58866264206,1307.47150174681,1367.61733532362,1359.6418358557,1266.09109939286,806.135249339804,1239.98037930368,499.704955154007,583.791603990465,448.529644060965,1501.43234728311,14,12928.2838740022,"Marginal"
39,"aerial",1.96998210588955,7250.08887910902,6385.38106572187,6996.2624342801,6831.15008037826,6370.94282307678,6865.43968116289,6051.81146120684,6917.60473343521,6517.11515690916,6860.9430315195,6585.34870752822,6912.78670365352,12,80544.8747579814,"Standard"
5,"aerial",0,2838.52646653444,1130.36061498901,1409.7959973391,2283.30972914205,1484.11707533516,1706.27017495096,1827.48170233863,1455.8907211058,1070.13185718138,173.273404993203,2076.40580510765,1332.99341789778,15,18788.5569669152,"Marginal"
109,"psna",1.14128478502688,17863.5482723888,19921.8041960452,19024.4460498048,21176.5096401636,18417.2611393501,15922.016010525,17597.1291090105,17700.7624807784,15640.3018426988,18998.2924669774,15950.7628501614,16027.0530587951,11,214239.887116699,"Standard"
107,"psna",1.09613396177387,0,0,0,0,0,0,0,0,0,0,0,0,13,0,"Inactive"
143,"psna",0,69135.3014103827,51365.1017722732,52083.9554933174,42731.4228669469,44432.0166730672,36577.3515018989,35319.3177677638,32309.404961818,27488.0187821639,26753.7600907247,25529.9864727483,24550.3222981713,14,468275.960091276,"Standard"
96,"aerial",0.048558036876528,2501.61221388615,2414.37039569456,2504.7663065133,2236.60524505033,1662.58148808541,2317.24939656481,2011.79492902934,2265.32614195882,2133.14977327756,2512.60340196018,3073.80480032602,3231.80030584838,13,28865.6643981949,"Marginal"
86,"aerial",1.20225779845397,975.739955060566,340.92706438806,993.193770739522,142.508640777418,70.2300240117785,246.846184950998,579.612160658937,3018.20414358191,1907.81977446842,1599.50648437366,981.044013970231,999.23562699226,14,11854.8678439738,"Marginal"
139,"psna",1.01085983272671,2419.92145706526,2281.9998485357,1671.29928664732,1836.17322756329,2791.65502120107,1795.4531483395,1929.09235959918,2041.7705795795,1718.17241526859,1855.27953524941,13.2997838016675,2116.18785118991,14,22470.3045140404,"Marginal"
18,"aerial",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,"Inactive"
144,"psna",1.72596551804064,7299.36159882677,6845.43934122538,10965.9219897602,14340.5073900871,30996.0005482198,16386.599365255,8356.23494341269,5039.76601636203,308.902655770444,0,36340.1080772942,33408.2366869365,10,170287.07861315,"Standard"
2,"aerial",1.33681245681271,632.581319368036,619.669806173389,590.607189104503,466.323898372221,522.161954736731,717.649656700415,650.179960853184,737.634536290736,466.243519614811,614.972404439469,437.232149581092,496.27051173109,14,6951.52690696568,"Marginal"
12,"aerial",0,7255.53769441875,6043.33701964704,6444.49787986543,5905.08404672385,5265.81637015645,5361.09206607639,4420.7767115284,1806.05124413306,7571.67323875248,1566.86443898148,9865.8296051952,6329.49610894876,13,67836.0564244273,"Standard"
117,"psna",0.866746804094757,18221.7492245694,32808.8638698448,35377.6417493116,33516.4566789247,20359.1272318198,21017.6632718494,33632.4567473271,36971.5202585985,31436.7384134165,30928.7601024833,32573.5483578878,31383.8212582208,10,358228.347164254,"Standard"
102,"psna",0.999743494385028,722.1457224721,631.048225689796,764.519581084775,786.299693967874,739.290236484778,729.498928592563,728.267434937062,680.754051999441,706.383448712798,669.884065159577,684.623542102824,809.782873660195,14,8652.49780486378,"Marginal"
148,"psna",1.81184701665405,2422.98317955843,1823.23272870439,3454.60820055769,3699.60423240812,2304.24890013024,1388.6216504933,1788.02169124568,4596.56858302757,3452.12515535075,3735.8646398272,3281.22864917814,3220.41144618042,13,35167.5190566619,"Standard"
73,"aerial",0,2149.95689586283,2212.65206664867,1624.91300715467,816.134608137181,1047.08577066088,34.5973233253763,94.2337507968987,123.980045610433,6.57736536413356,0,0,3118.0709660647,15,11228.2017996258,"Marginal"
95,"aerial",0.242477110027392,4619.98023141987,4203.59949390605,2952.81488217274,2624.88162534295,2636.16987285463,2156.87086134011,2397.40750147312,2479.65822777924,2670.24767917901,2585.86040264489,2397.53698080083,1192.00279324135,14,32917.0305521548,"Standard"
140,"psna",4.13827031949282,62617.8352835831,56555.6062742255,63612.3346028584,65005.3611538782,71790.4707284028,55530.1024017537,73920.5535237491,63357.0431952909,52774.5236721685,61173.9419107283,52204.1376453716,58445.4569957633,10,736987.367387773,"High"
21,"aerial",1.34537726846825,215.254056421951,209.229045384366,98.6445581807612,111.801478313572,12.5274004668382,0,29120.8136887526,12050.837415179,9786.33129416016,6883.3363521799,9554.14639691238,7421.3477554662,15,75464.2694414177,"Standard"
115,"psna",0.0684802317336136,47082.6858548901,40272.0594841975,43423.3615130959,43680.8266727679,44616.9854609489,36539.8240086866,43118.7174183391,42277.066228113,37312.524226166,37189.5113078622,40044.3019829294,39997.579783548,11,495555.443941545,"Standard"
35,"aerial",1.16486951286306,208.702093005924,201.815385505919,192.284327172079,322.197850544834,248.086959777732,365.574963014418,373.13823634586,347.270936996748,354.956164414563,188.313273598298,453.022472791104,567.800719653979,14,3823.16338282146,"Marginal"
78,"aerial",2.08393677998371,3492.35925001793,6338.65596317486,3213.87967464843,3371.5762775559,3410.47630036238,2899.4927179404,1824.08675993549,2130.69768085842,1778.90230821559,1857.98732978015,1801.8015270825,1969.51225528178,15,34089.4280448538,"Standard"
125,"psna",0.890452183272051,126799.568192126,112369.632213632,122274.616886178,110652.14392608,107722.162993174,98074.1839685772,96094.9954955192,94574.0971766147,87144.8052570929,89214.9276749949,85165.6307125543,81915.140764479,7,1212001.90526102,"High"
177,"psnb",1.70458340239344,103980.64385996,95353.3986128916,93985.6809758361,92252.6491917194,93132.3607154213,85002.7513738993,82941.1348604988,77429.4868705074,77975.595163605,77994.3377234595,73485.6433523028,71873.9770510541,9,1025407.65975116,"High"
37,"aerial",1.53577194985247,1525.85004213494,1295.29842158292,1693.3644280321,1467.1149242414,1677.40553366632,1371.26017474393,1508.06626231488,1411.39683351279,1280.0872408738,1323.56416773284,1282.10822673496,1012.07868788918,15,16847.5949434601,"Marginal"
98,"aerial",2.57015860134084,44072.286684415,30650.7272361956,28757.7427251124,26042.248217983,23943.7651058246,22369.6226826038,19819.2031985021,18155.1311915322,16268.4482633342,15454.8295227281,14163.6671641189,12950.2376157106,15,272647.90960806,"Standard"
70,"aerial",1.00702676778103,4865.70106548386,4778.16725829767,3128.90035552528,2749.5947498965,4719.48663136967,3972.05354781396,3566.95504522998,3667.0654964762,3129.2313827759,2878.36360996333,4120.58281386305,3108.99581279739,13,44685.0977694928,"Standard"
36,"aerial",1.7677414879847,4783.96596394527,4225.17627685598,1283.36462099791,5105.20605552433,1232.39762646229,1045.5131056647,0,0,0,0,909.066313257017,0,13,18584.6899627075,"Marginal"
